N,P,K,temperature,humidity,ph,rainfall,total_npk,ratio_n_p,ratio_n_k,ratio_p_k,temp_humidity,log_rainfall,label
-0.6110123077676471,2.111603479814316,2.959350483025319,-0.4254022942765481,0.8973940527820181,-1.0167581529381418,0.15128853297808834,2.464769988261563,-0.5729463383083597,-1.0145382908237768,-0.875013695262656,0.41701437541994735,0.39737134173433314,0
-0.2858878484403225,2.748384205701846,2.9198532186980133,-0.5725789447221582,0.9332517928638364,-0.6232117473264456,0.06488803363364046,2.852752523458531,-0.5534592056946693,-0.9729598746070127,-0.7802041682249754,0.34548759161566284,0.3184993780235103,0
-1.098698996758634,2.627092638866126,2.939601850861666,-0.6808459572988593,0.8441658138350749,-0.31014872701997065,0.3822788797344035,2.4397388569585323,-0.6336649329768451,-1.0746842525137872,-0.8002836088534802,0.21029646851393202,0.592954310949398,0
-0.8277619473191968,2.5967697471571958,3.0383450116799295,-0.41761754167082077,0.9312768869095641,-1.0332495633786576,0.08232169765431838,2.614956776079744,-0.6055019368725165,-1.0426725135738883,-0.8191157967576705,0.44751945790742087,0.334689457830841,0
-0.2858878484403225,2.505801072030406,3.0383450116799295,-0.5458798704141024,1.037555019217501,-0.6903206841304771,0.2560290770397701,2.827721392155501,-0.5471080734438655,-0.9769817576243133,-0.8315236262464338,0.43920213891648213,0.4886487520334785,0
-0.8277619473191968,2.293540830067896,3.0185963795162767,-0.43570454500501654,0.9082878769396806,-1.1393352938279426,0.22957378936738476,2.477285553913078,-0.6011665479511072,-1.0423456938925488,-0.8578208171032289,0.41831099619835005,0.4660192615205074,0
-0.5297311929358159,2.536123963739336,2.9198532186980133,-0.6857354807938792,1.0038251954718522,-0.0893800334554842,0.3124423124927112,2.6525034730342893,-0.573476861942272,-1.0034256384632143,-0.8100420439003302,0.3196538283735785,0.5359910111217852,0
-0.4213563731600411,2.778707097410776,2.900104586534361,-0.7065796378765435,1.0377482173888057,-0.3069808618164653,0.1368026814444324,2.7901746952009554,-0.5676069002948354,-0.9892777196354087,-0.7727720233681267,0.32929385399662175,0.3843821498192168,0
-1.0174178819268027,2.050957696396456,2.9198532186980133,-0.6734159455071259,0.9894518499431749,-0.033727631849535686,0.3038574803304707,2.2269742408827753,-0.6196684471924345,-1.064357166175617,-0.8782429025868554,0.3178618711914171,0.5288649464462847,0
-1.1257927017025777,2.536123963739336,2.9988477473526243,-0.887829426858783,0.8628560305012056,-1.0762907914599824,-0.012047034577099793,2.4272232913070173,-0.6358941207929449,-1.078506820944383,-0.8217214409503392,0.08757673947046916,0.24529414919554904,0
-0.4755437830479285,2.718061313992916,3.077842276007235,-0.8858369734266266,0.9199042348979936,-0.8465723071049375,0.34716949540073344,2.852752523458531,-0.5717309246317361,-1.0010361667881966,-0.8083704542265236,0.1272618809935735,0.5645379488064038,0
-1.369636046198071,2.111603479814316,3.0975909081708877,-0.7088238276891342,0.9649919416324985,-0.8768680955302809,0.3216120454757608,2.2019431095797453,-0.6614284539591293,-1.1083632695234635,-0.8927355850576297,0.2767375950379135,0.5435721281057849,0
-0.5568248978797596,2.232895046650036,3.077842276007235,-0.61544316905238,0.9424160446884018,-0.44334508725473193,-0.046031920015228295,2.614956776079744,-0.5696120853563668,-1.0107931761277662,-0.873896769435159,0.32341984755122544,0.21200242981329473,0
-0.8819493572070842,2.172249263232176,3.058093643843582,-0.6267862747721792,0.9034900830419212,-0.3996224414326466,-0.016508506958708147,2.4272232913070173,-0.6054571956588923,-1.049532828973547,-0.8795657640699087,0.28801525379913767,0.24095798219906858,0
-1.0174178819268027,2.748384205701846,2.939601850861666,-0.5322708725841401,1.0519168461304527,-0.24459388094546272,0.04059445970930735,2.5273478165191383,-0.6263384482731797,-1.0645805474108843,-0.7833199434949023,0.4590009955315737,0.2956976811627667,0
-0.5568248978797596,2.536123963739336,2.9988477473526243,-0.5337069278562138,0.8636143322565769,-1.1192939768245613,0.27555850447869173,2.6900501699888344,-0.5763140100718479,-1.008841774259862,-0.8217214409503392,0.32065516589911675,0.5051766130606558,0
-0.9903241769828591,2.5967697471571958,2.939601850861666,-0.7686565445756763,0.9595316801973073,-0.5336920911249788,0.3318267937118391,2.477285553913078,-0.6222798919985003,-1.0612126457099167,-0.8045245251931246,0.23268883553810069,0.5519804798155724,0
-0.6651997176555345,2.0812805881053857,3.0383450116799295,-0.6263729039776132,1.044796083173728,-1.1014409211913583,0.06771519106879068,2.477285553913078,-0.5785930307005981,-1.0229652867890158,-0.8894268305273292,0.38925612099379725,0.3211345966361689,0
-0.7193871275434219,2.263217938358966,2.9198532186980133,-0.5659853296420214,0.8631711838528731,-1.2252001856114336,0.126818025003934,2.4522544226100473,-0.5885492113806821,-1.027121232573593,-0.8484050269115005,0.2991354992766817,0.37537523297107434,0
-1.0445115868707464,2.293540830067896,3.0975909081708877,-0.6427255881614102,0.8839596018007083,-0.45239744578985563,0.27699278810912037,2.4272232913070173,-0.625271310354316,-1.0695256128352242,-0.8682830820651383,0.2635411843675284,0.5063846038676041,0
-0.5297311929358159,2.323863721776826,2.959350483025319,-0.7535549473787722,0.9548014350131331,-1.182090585064874,0.30202458640573615,2.589925644776714,-0.5687410069875545,-1.0044856145345245,-0.8454772122708892,0.23955727303272434,0.5273399112113961,0
-0.5568248978797596,2.0812805881053857,2.939601850861666,-0.8371981404459111,0.9541711552654888,-1.1582876076934119,0.04873969580503957,2.464769988261563,-0.5658491194300549,-1.0073262184944343,-0.8766201029670799,0.1829667731544252,0.30337434981949424,0
-1.2070738165344088,2.748384205701846,2.959350483025319,-0.889159572074313,0.8461170019267135,-1.1762230788737957,0.019018824873070952,2.4522544226100473,-0.6452330667194602,-1.0882579169449593,-0.7864042462873554,0.07545180019623374,0.2752065481561934,0
-0.9632304720389154,2.111603479814316,3.077842276007235,-0.6101908199609909,0.9464154128365163,-0.1337716345262284,0.2169288723953014,2.377161028700957,-0.6140273205747885,-1.059578222825615,-0.8902783482373179,0.3298040924333565,0.45510354347585447,0
-0.9632304720389154,2.414832396903616,2.9790991151889714,-0.3198717839946782,0.9042842430535759,-0.8332040310461686,0.2574648330276463,2.4397388569585323,-0.6175913155660655,-1.0583524678834642,-0.8356387857754122,0.49215920839454236,0.48986892598217896,0
-0.36716896327215365,2.536123963739336,2.9790991151889714,-0.587994477593959,0.8402419876612425,-0.9971215548165647,0.08875881165413001,2.7651435638979254,-0.5564539731648156,-0.9850032921447982,-0.8188456095159147,0.2681573340751594,0.3406314515303549,0
-0.6110123077676471,2.111603479814316,3.0383450116799295,-0.5629152811862372,0.9273928226252316,-0.03514101131152863,0.3088918471767952,2.514832250867623,-0.5729463383083597,-1.0163962111940583,-0.8852908873644081,0.3476963168791316,0.5330472114666495,0
-0.5839186028237033,2.627092638866126,2.900104586534361,-0.39019772274208125,0.8747480935062163,-1.174727206321376,0.24168277004864755,2.6525034730342893,-0.5809142431105051,-1.0096923853305038,-0.7941940879555603,0.42328340928711555,0.4764117838961032,0
-0.6651997176555345,2.050957696396456,3.0185963795162767,-0.6765597406890291,0.8331092743484848,-0.3973389543709654,0.16104946752543606,2.4522544226100473,-0.57790844042574,-1.0225404212032745,-0.8910729770598473,0.20528723972432933,0.40607219394686,0
-0.5297311929358159,2.050957696396456,3.0185963795162767,-0.48558724140821047,0.8474055688334855,-0.9537106018282061,0.13193315675314582,2.514832250867623,-0.5618468993616266,-1.0060360272955458,-0.8910729770598473,0.3403082361338205,0.3799949953188341,0
-0.5026374879918722,2.536123963739336,3.077842276007235,-0.5444196417809927,0.9725082811414233,-0.8340142843062548,0.259637535767375,2.7651435638979254,-0.5706397138126958,-1.0042885032347197,-0.8329428224297619,0.39286539199520365,0.4917138500246718,0
-0.5839186028237033,2.778707097410776,3.0975909081708877,-0.5538595545696827,0.9276415257076942,-0.3323729161378947,0.10691789836318016,2.840236957807016,-0.5836905952087144,-1.0145055991935514,-0.8030764074184947,0.35391732275506715,0.35729078311988843,0
-1.1799801115904651,2.748384205701846,2.939601850861666,-0.3489991867868725,1.027298012910166,-0.4345775282630526,0.19269126079376783,2.4522544226100473,-0.6425338355128488,-1.0847879576166901,-0.7833199434949023,0.5662344970327192,0.4339970548962348,0
-0.2858878484403225,2.0206348046875258,2.939601850861666,-0.3575843605016046,0.9437643382166945,-0.7495839231976329,0.29428766105572374,2.5648945134736834,-0.5318653560419573,-0.9736472014847577,-0.8851019356463691,0.4970642069682497,0.5208884930210915,0
-0.6110123077676471,2.323863721776826,2.9198532186980133,-0.6877373345385999,1.0420700690393032,-0.5261614257509798,0.17210870102615117,2.5273478165191383,-0.5777107599202875,-1.013580893081948,-0.839879919575685,0.34524258601277436,0.4158807189484641,0
-0.4213563731600411,2.566446855448266,2.9988477473526243,-0.8725063682532195,0.8682614272228828,-1.0315499188058614,0.004008248076869419,2.7651435638979254,-0.5628478359785651,-0.9922548583825952,-0.8175441383557891,0.1012860979464162,0.2608142119150722,0
-1.1528864066465214,2.0206348046875258,3.0185963795162767,-0.8749598518078587,0.8829146622199155,-0.19169708070332778,0.34160271754958915,2.2144586752312603,-0.6355158343756949,-1.0819562392710977,-0.8952294970544247,0.10955599718161378,0.559991667178539,0
-0.34007525832820995,2.475478180321476,3.058093643843582,-0.3664177210355857,0.9964558983549914,-0.6512711936916057,-0.04800539404663337,2.8026902608524704,-0.5520196157178605,-0.9841656728069731,-0.8384100734832053,0.531005824731056,0.21005051526462515,0
-0.9903241769828591,2.627092638866126,2.939601850861666,-0.44719988482638257,0.8724104825655413,-0.5146609041463092,0.17425291756221625,2.489801119564593,-0.6225595245839314,-1.0612126457099167,-0.8002836088534802,0.38400739790456373,0.41777638563672803,0
-0.4213563731600411,2.263217938358966,3.0975909081708877,-0.8974660449902834,0.9921527301427023,-0.5536926875848355,0.08026160932962362,2.70256573564035,-0.5551462251988938,-0.9950867708494318,-0.8723584992305536,0.16798585280519407,0.3327837504943375,0
-1.3425423412541273,2.475478180321476,3.058093643843582,-0.5605183219737596,0.9533087016646742,-1.092425098449222,0.18768037522776998,2.3396143317464113,-0.6585492740054117,-1.105094911715135,-0.8384100734832053,0.3680877583361815,0.42960303180577475,0
-1.2341675214783525,2.748384205701846,3.0975909081708877,-0.8285216124433451,0.9499577858920814,-0.367758528242548,-0.01199524727034929,2.5273478165191383,-0.6479322979260718,-1.0921809125700306,-0.80715182458391,0.18591838654027223,0.24534442185272332,0
-1.1799801115904651,2.657415530575056,2.900104586534361,-0.34270905622513437,0.9869779429456355,-1.2345232799298553,0.02635339442614947,2.389676594352472,-0.6421318223544202,-1.0845461595458525,-0.7899096750380736,0.5398784439864489,0.2821981619264377,0
-1.0716052918146903,2.718061313992916,2.939601850861666,-0.5198230197716829,0.9811273518833606,-0.767369969834354,0.34090976862380157,2.489801119564593,-0.6315292775166649,-1.0713163508128196,-0.7875608598345467,0.415757344036629,0.5594249593861474,0
-0.5839186028237033,2.566446855448266,2.939601850861666,-0.6766664586312288,0.9414662312894166,-0.8253028705022184,0.3312098231622562,2.6525034730342893,-0.579747370489519,-1.0106941201954018,-0.808765441532769,0.2817631906520376,0.5514737080300073,0
-0.4484500781039848,2.627092638866126,2.959350483025319,-0.7727404974313581,0.9865011565360058,-0.9276404537865166,0.21320034646682035,2.7526279982464104,-0.567032482619363,-0.9944329382452725,-0.8032822365683651,0.2485777726360626,0.4518724528857773,0
-0.6922934225994782,2.384509505194686,2.959350483025319,-0.6512077910221828,0.8702179453530166,-0.9521309709380527,-0.06090192944456396,2.5398633821706533,-0.5878130574152257,-1.0245909671130289,-0.8370382171303844,0.24817895643094956,0.1972434649713657,0
-1.28835493136624,2.657415530575056,2.939601850861666,-0.7179763366370032,0.8825928175673926,-0.4221928236670605,0.2186743712587052,2.364645463049442,-0.6531584689856825,-1.0982595644205606,-0.7960426925138356,0.21291738667107574,0.45661421531033614,0
-0.5568248978797596,2.718061313992916,2.9790991151889714,-0.36491707836694987,0.8588228401499484,-0.86735903441327,-0.02181784065324084,2.7526279982464104,-0.5798852454796809,-1.0083416662434648,-0.7936558451266684,0.4278816898563707,0.235784371139184,0
-0.9361367670949716,2.718061313992916,3.077842276007235,-0.3755959322038986,0.9008381692016083,-1.0832102415790714,0.33546656323984203,2.6399879073827743,-0.6179387427700902,-1.0563258863790916,-0.8083704542265236,0.4525957637793691,0.5549672937811119,0
-1.3154486363101836,2.627092638866126,2.939601850861666,-0.5764713575675267,0.9587444918256877,-1.2082692716811103,0.02888601485285626,2.3396143317464113,-0.6558757497626724,-1.1016274661215282,-0.8002836088534802,0.3613077827046616,0.28460618237108487,0
-0.6651997176555345,2.2025721549411057,2.900104586534361,-0.8301283350417922,0.9663375171286858,-0.7636860646643354,0.27179920646156086,2.4397388569585323,-0.5812227266770386,-1.0198997181780514,-0.8541758688003744,0.19600667561064322,0.5020066538891266,0
-1.3425423412541273,2.1419263715232457,2.9790991151889714,-0.37641793511897176,0.9790371829481038,-1.0481342906750841,0.16751029758197838,2.1518808469736848,-0.6582938628804872,-1.1050292160807969,-0.8734234323592813,0.5110763196594407,0.4118087267159142,0
-1.2070738165344088,2.1419263715232457,2.9988477473526243,-0.5203184413297747,1.0046956818683763,-0.6438000724842257,0.11141086536237134,2.2269742408827753,-0.6426209074872766,-1.0884589704707435,-0.8760263746794905,0.43266560021466516,0.36138942855890643,0
-1.3154486363101836,2.0206348046875258,3.058093643843582,-0.4917865332277297,1.0436458802745283,-0.7443984512161256,0.09386556971160524,2.1643964126251998,-0.6549502990632706,-1.1018265539068062,-0.9001436093632604,0.48072831132489524,0.3453317586659347,0
-1.098698996758634,2.505801072030406,3.077842276007235,-0.87261961643987,0.9288109722741991,-0.24979454494135145,0.04352972348854343,2.477285553913078,-0.6328483588303133,-1.075839905058231,-0.8370382171303017,0.1420728512195022,0.29846779420045305,0
-0.3942626682160974,2.627092638866126,2.959350483025319,-0.44885649880847234,0.8983014266929336,-0.24244700569834307,0.017528946554211427,2.7776591295494404,-0.5614797784229062,-0.9877311540524376,-0.8032822365683651,0.4021575337166336,0.27378307185884937,0
1.177172218532638,1.1412709451285556,0.05630155496837707,0.7001722545517266,0.23330433493665745,-1.1003200826735842,0.11124194828975063,1.0505110696403548,-0.25992522744764046,0.11451523435129239,0.09671177457083016,0.5458730633870522,0.361235501956489,1
1.6648589075236249,0.5954588943678156,-0.0029443415225809313,0.716592591751986,0.26229649753846906,-0.9847877004968681,-0.2328904893019527,1.0129643726858095,-0.06508323615178357,0.4397488789969369,-0.12341569058149922,0.5819796593811188,0.017304841767742843,1
1.55648408774785,1.0806251617106957,0.0957988192956824,0.6921595004165376,0.39081384392899293,-0.724654570720596,0.16260632081840964,1.2257289887615666,-0.18976054693618674,0.24362685479350535,0.008931239104987202,0.6874400078590204,0.40745615664299983,1
1.5022966778599627,0.5044902192410256,0.13529608362298773,0.04977759980661027,0.3163798320812976,-0.9420530706579733,0.2336534825568782,0.9879332413827793,-0.07284180913890842,0.17033715445262124,-0.330698508714058,0.2532105784003198,0.4695272371374903,1
1.3126407432523566,0.5954588943678156,0.0957988192956824,0.1331621944034117,0.4303142856964119,-0.772560591979817,0.2768064975826165,0.9128398474736886,-0.134301877504422,0.13096101110042468,-0.24328325716623786,0.3959747704204286,0.5062277501179194,1
1.55648408774785,1.0806251617106957,0.0957988192956824,0.7771315468722644,0.2958768542277114,-0.854245432346674,-0.07496161303002728,1.2257289887615666,-0.18976054693618674,0.24362685479350535,0.008931239104987202,0.6474612093102614,0.1831786770027921,1
1.366828153140244,1.1715938368374856,-0.06219023801353893,0.5158464873515017,0.4115801087920178,-0.9194377805447217,-0.09936365765686561,1.075542200943385,-0.2347152075590906,0.38077317809885314,0.3140407200051427,0.6037426867353217,0.15850874003087417,1
0.8520477592053135,0.7470733529124657,-0.042441605849886266,-0.11026393244708771,0.6061192839069219,-0.9444782550788023,0.12698354782854598,0.6750441000949015,-0.25280637591449723,0.07435594953142313,0.022638548680877557,0.3933449412273198,0.3755249082566972,1
0.7978603493174261,1.1109480534196257,-0.022692973686233596,0.1938119859049958,0.353892718936771,-0.3342569818138966,0.07153976056612855,0.8127153222615677,-0.31592685951429694,0.020958662527391606,0.2058061185043374,0.36686407471803156,0.3246934964830557,1
0.8791414641492572,1.2322396202553458,-0.022692973686233596,0.3520879146732665,0.4323447787766976,-0.00014101401751091979,0.15782585282300146,0.9003242818221735,-0.3182240775623051,0.0633082349792987,0.2769091413891391,0.5262362984402048,0.4032032414629993,1
1.7190463174115123,1.2322396202553458,0.0957988192956824,0.14206238229076273,0.24131728541764294,-0.3602175961427104,0.27703926655718875,1.3634002109282326,-0.1900393104743346,0.3187374172555594,0.0877482691897449,0.24274907536363713,0.5064237359129292,1
1.0687973987568633,1.1715938368374856,0.13529608362298773,0.27517039537439675,0.39102323123862964,-0.43272257232179473,-0.11171604705172677,1.06302663529187,-0.2811889274640453,-0.022674230298485903,0.003485698845544527,0.44553801725305575,0.14589307870955287,1
1.1500785135886944,0.8986878114571156,-0.042441605849886266,0.7439454114788164,0.5401227634309019,-0.9100619154622662,0.10528555626650303,0.8752931505191432,-0.22590912481748218,0.23301340574610316,0.11344947464783779,0.8571635025206835,0.3557994307608843,1
1.7190463174115123,0.7773962446213957,0.05630155496837707,0.11730116691203135,0.4880109999741937,-0.20197800729622992,0.15663313227244186,1.1506355948524758,-0.1005350427251901,0.3747021500693255,-0.0998671710521851,0.43480664168405264,0.4021406055525127,1
1.366828153140244,0.5044902192410256,-0.0029443415225809313,-0.050498084394597,0.1594947229020282,-0.5903411431546187,0.23822507053179606,0.837746453564598,-0.10060533012099435,0.2877021501243974,-0.17563197301254865,0.06953972728434259,0.4734502186736326,1
1.6106714976357375,0.5348131109499555,0.11554745145933507,0.6036121233963302,0.4818849397275114,-0.961615227262887,-0.16532227197891802,1.0379955039888398,-0.05923377350249723,0.24316320934668093,-0.2955360289627861,0.7191596215738866,0.09011591168217145,1
1.2855470383084129,0.7773962446213957,0.0365529228047244,-0.0543290485483138,0.5836551156035502,-0.04337608599888278,-0.22565328188753397,0.9378709787767189,-0.17925692500363768,0.1920509352347564,-0.07398427654567254,0.4096364599174745,0.025243286172263502,1
1.8545148421312307,0.5651360026588856,0.13529608362298773,0.07396427416522397,0.532736626195788,-0.32159303106330017,0.1567734867025696,1.175666726155506,-0.019011426790053604,0.32715890456289565,-0.3003181262086396,0.44597439588461635,0.4022656841286972,1
1.1500785135886944,0.8380420280392556,0.0365529228047244,0.41519810120115686,0.2289774776144707,-0.5601217503357475,-0.022816477556667523,0.9003242818221735,-0.2151555611351051,0.12570327172668386,-0.04056585578977304,0.3838480611986808,0.23480962954019613,1
1.5293903828039064,0.5651360026588856,-0.06219023801353893,0.5003647710645315,0.4520788060294591,-0.877158890459068,-0.21946263561046492,0.9003242818221735,-0.08379297574827975,0.46923672944275313,-0.057275066170693265,0.6309944918710713,0.03200660260287477,1
1.55648408774785,1.2322396202553458,-0.022692973686233596,0.3442644566410415,0.5869363832635459,-0.10603868658532915,-0.23024741858906292,1.2132134231100513,-0.21484926539458696,0.4162213387451909,0.2769091413891391,0.6562847293828131,0.020207993060374303,1
1.0687973987568633,0.9896564865839057,0.07605018713202973,0.046246224937759504,0.4705576456067473,-0.8739379817977778,0.2843153476661609,0.950386544428234,-0.25466058840655725,0.039961675809442786,-0.012288730533718267,0.37807996707760644,0.5125394826268242,1
1.3397344481963003,0.8077191363303257,0.07605018713202973,0.37981878735716496,0.25942694345467276,-0.5423869442763307,0.12489662219493025,1.0004488070342945,-0.1755668367717586,0.16755333640198797,-0.10868802117581024,0.3909261180780528,0.37363689521771987,1
1.8816085470751744,1.0199793782928357,0.07605018713202973,0.4859563871673347,0.2054671405508284,-0.7288875996832579,0.2826180453045094,1.3383690796252024,-0.12530529016562927,0.42273665758707835,0.003777817906630425,0.4020677091622985,0.5111146759770271,1
0.9333288740371446,1.2625625119642758,-0.022692973686233596,0.06398816430840357,0.30821273683311495,-0.3329796235454047,0.29818995792247655,0.9378709787767189,-0.3136538227085355,0.0915412832805702,0.2946848971103394,0.2545457367360489,0.524145251286867,1
1.3397344481963003,0.6864275694946056,-0.06219023801353893,-0.00972104352174105,0.20032110923491236,-1.1363239561294816,-0.01231909492982818,0.8627775848676282,-0.14999517270960191,0.36602925287486987,0.016988091064474006,0.12492146338343633,0.2450300232908016,1
1.0146099888689757,0.7470733529124657,-0.06219023801353893,0.6889330263350717,0.34656513530138844,-0.18766754977490507,-0.2072092461471771,0.7376219283524771,-0.22290719947220705,0.18910215018706988,0.05411966968205746,0.6445702150055586,0.045320402125448425,1
1.8003274322433434,0.7773962446213957,0.016804290641071733,-0.04091672050629184,0.48881007400818993,-0.37845735865393854,0.17318536195444853,1.1631511605039908,-0.08577468979798118,0.47585645097476237,-0.04704493736544607,0.34112154704703845,0.4168328221547599,1
1.3939218580841877,0.5954588943678156,0.11554745145933507,0.15521258205396704,0.5808186132394154,-0.9676791802223202,0.1374546773575157,0.9629021100797491,-0.11832834488458235,0.1448703745197614,-0.26459304678135187,0.5354136646305248,0.38496876380377304,1
0.8791414641492572,0.7773962446213957,0.13529608362298773,-0.09259353145008353,0.5330533901499503,-1.1689016704124777,-0.08730153561584814,0.8127153222615677,-0.2530586896396823,-0.10711671112709531,-0.19398678743967515,0.34572359447991546,0.1707447620407821,1
1.2042659234765818,0.8683649197481856,-0.0029443415225809313,0.35133187986887215,0.5314737013386757,-0.9698916402549624,-0.1944152323268771,0.9128398474736886,-0.2111176868097216,0.20476757073937596,0.03323315671164912,0.6122422912987695,0.059119231540394626,1
1.55648408774785,0.5651360026588856,-0.042441605849886266,-0.08957091121556209,0.6063553681322318,-0.4634958151941821,-0.22782609837552065,0.9253554131252038,-0.0783945133350942,0.44936448240248483,-0.08633456247947469,0.40626537521014,0.022863545869444744,1
1.475202972916019,1.0503022700017657,0.11554745145933507,0.03382734341851202,0.5853950649788897,-0.5803268696930859,0.19540840637401935,1.188182291807021,-0.1976514557342939,0.18173018757985632,-0.03252068042059492,0.46498363162718126,0.4363753128526493,1
1.7732337272993997,0.8380420280392556,0.13529608362298773,0.15938247103035438,0.548895360306945,-0.715896893323299,-0.15179358819189046,1.2507601200645966,-0.10478699624314218,0.29096926992206323,-0.16360640493425682,0.5111095796401399,0.10435332007518879,1
1.475202972916019,0.7167504612035356,0.07605018713202973,0.7004352163947174,0.21024254190739416,-0.8437449459284032,-0.06289982932182735,1.0254799383373245,-0.13139759884589214,0.23134916669826058,-0.15688766649685612,0.5246094218082687,0.19525140259626825,1
1.6919526124675686,0.9593335948749757,-0.06219023801353893,0.46092558686344703,0.23161022371267304,-0.55837499824069,0.10243727077498077,1.1381200292009606,-0.14470033403241628,0.5577002807866533,0.18408019484360008,0.41154487899377745,0.35319425140401495,1
1.1229848086447507,0.8380420280392556,0.07605018713202973,0.35103949044517396,0.448529392147588,-0.04050702335675687,-0.16657540268214788,0.9128398474736886,-0.21995419439127745,0.06548000792795189,-0.09262147273546155,0.5397343997641315,0.08879152304607014,1
0.7978603493174261,0.5348131109499555,-0.022692973686233596,0.3731350584591027,0.41853474787277506,-0.4046549942548491,0.029375146920598987,0.5749195748827806,-0.223468686354306,0.020958662527391606,-0.13193324019847102,0.5265038382061373,0.28507088602315755,1
1.0417036938129194,0.9593335948749757,0.13529608362298773,0.2085371439408752,0.224794163835748,-0.2508465328105353,-0.2134839989779481,0.9629021100797491,-0.2544478993265854,-0.03473744184543015,-0.10284563992341994,0.26570973073829146,0.03851470668232691,1
1.1229848086447507,0.8380420280392556,0.07605018713202973,0.4729660006188111,0.22671089401921424,-0.7470854591164517,0.004375629469522422,0.9128398474736886,-0.21995419439127745,0.06548000792795189,-0.09262147273546155,0.4138572514691587,0.26116781369639663,1
1.1229848086447507,0.9593335948749757,0.05630155496837707,0.7120736625924219,0.4312936115329224,-0.9417826101531981,0.09824194929661864,0.950386544428234,-0.2407294536648143,0.08849654277948917,-0.0015776982406774643,0.7366568203816364,0.3493502553909307,1
1.3939218580841877,0.5348131109499555,-0.0029443415225809313,0.6001501615100039,0.3506556873616044,-1.0005821806701563,-0.018204779216138098,0.8627775848676282,-0.1030297502629796,0.3015245800219009,-0.1582265455355323,0.5973920616258043,0.23930665784413582,1
0.9604225789810883,0.6864275694946056,0.11554745145933507,0.7307836662592261,0.38789588012098675,-0.7013209096324534,-0.2430367865665252,0.8001997566100526,-0.2215958320845357,-0.05171529513407782,-0.2181785735092006,0.7071399842486148,0.0061172591416426845,1
